,badge,work_date,cost_center,num_hours,category,description,ws_rule,ws_rule_text,status,race,,,
226,3895,10/6/19,1831,7.75,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
227,3896,10/6/19,2909,7.46,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
228,3942,10/6/19,2837,6.56,4006,Double Time,APBC,A-Shift Paint App B/C,Active,Non-Hispanic/Latino,,,
229,3965,10/6/19,1745,11.47,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
230,3969,10/6/19,1765,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
231,4028,10/6/19,2779,11.33,4006,Double Time,A11&8P12,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
232,4029,10/6/19,2779,11.5,4006,Double Time,A11&8P12,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
233,4046,10/6/19,1811,7.43,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
234,4087,10/6/19,1814,8.18,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
235,4121,10/6/19,1640,11.25,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
237,4144,10/6/19,2909,7.5,4006,Double Time,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
238,4154,10/6/19,2830,7.43,4006,Double Time,A0845AQ1,Quality A-Shift 8hrs 8:45,Active,Non-Hispanic/Latino,,,
240,4166,10/6/19,2941,6.2,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
241,4168,10/6/19,1745,11.48,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
242,4182,10/6/19,1750,11.38,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
243,4184,10/6/19,1645,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
244,4215,10/6/19,1830,8.48,4007,DTime: Premium,AXA2,A-Shift X5 Asm Team 2,Active,Non-Hispanic/Latino,,,
245,4223,10/6/19,2833,6.16,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
246,4228,10/6/19,1830,7.43,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
247,4249,10/6/19,1755,11.4,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
248,4265,10/6/19,2738,11.3,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
249,4267,10/6/19,2731,10.93,4006,Double Time,A11&8B01,Body A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
250,4269,10/6/19,1640,11.33,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
251,4285,10/6/19,1750,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
252,4301,10/6/19,2721,11.5,4006,Double Time,A11&8B01,Body A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
253,4306,10/6/19,1830,7.91,4006,Double Time,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
254,4327,10/6/19,2779,11.5,4006,Double Time,A11&8B01,Body A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
255,4365,10/6/19,1721,11.5,2011,60% STD,A11&8P14,Paint A-Shift 8hr/11.5hr,Inactive,Non-Hispanic/Latino,,,
256,4415,10/6/19,2731,10.63,4006,Double Time,A11&8B01,Body A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
257,4420,10/6/19,1745,11.43,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
258,4424,10/6/19,2909,8.88,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
259,4446,10/6/19,2751,8.43,4006,Double Time,AXB2,A-Shift X5 Body Team 2,Active,Non-Hispanic/Latino,,,
260,4471,10/6/19,1750,11.3,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
263,4543,10/6/19,1807,8.35,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
264,4555,10/6/19,2820,7.41,4006,Double Time,APUB,A-Shift UBS,Active,Non-Hispanic/Latino,,,
265,4604,10/6/19,2825,7.43,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
266,4612,10/6/19,1745,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
267,4617,10/6/19,2833,7.3,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
268,4643,10/6/19,2736,7.38,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
270,4664,10/6/19,2837,7.61,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
271,4683,10/6/19,2909,7.91,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
273,4702,10/6/19,2816,4.7,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
274,4737,10/6/19,1720,11.55,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
276,4758,10/6/19,2833,6.18,4006,Double Time,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
277,4773,10/6/19,2825,6.38,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
278,4801,10/6/19,1807,4.17,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
279,4815,10/6/19,2941,7.23,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
282,4889,10/6/19,2737,5.05,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
285,4966,10/6/19,1830,7.76,4006,Double Time,A0700AA3,A-Shift 07:00 Start 10 hr,Active,Non-Hispanic/Latino,,,
289,4988,10/6/19,2736,7.43,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
291,5042,10/6/19,1649,11.4,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
293,5057,10/6/19,1615,11.52,4006,Double Time,A11&8P62,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
294,5061,10/6/19,1639,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
295,5066,10/6/19,2751,7.4,4006,Double Time,AXB3,A-Shift X5 Body Team 3,Active,Non-Hispanic/Latino,,,
296,5092,10/6/19,2820,6.9,4006,Double Time,APUB,A-Shift UBS,Active,Non-Hispanic/Latino,,,
304,5239,10/6/19,1783,8.75,4006,Double Time,B11&8P61,Paint B-Shift 11.5hr/8.0h,Active,Non-Hispanic/Latino,,,
305,5258,10/6/19,1343,7.78,4006,Double Time,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
306,5259,10/6/19,2909,7.68,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
307,5261,10/6/19,1625,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
308,5271,10/6/19,1625,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
309,5296,10/6/19,1813,3.18,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
310,5305,10/6/19,1813,2.45,4006,Double Time,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
311,5310,10/6/19,1610,11.5,4006,Double Time,A11&8P62,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
312,5314,10/6/19,1745,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
313,5344,10/6/19,1626,11.52,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
314,5352,10/6/19,2856,6.71,4007,DTime: Premium,AXA2,A-Shift X5 Asm Team 2,Active,Non-Hispanic/Latino,,,
315,5355,10/6/19,1642,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
316,5362,10/6/19,1625,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
318,5418,10/6/19,2825,7.45,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
319,5445,10/6/19,1830,7.55,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
321,5605,10/6/19,1625,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
322,5607,10/6/19,1830,7.43,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
323,5652,10/6/19,2944,7.58,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
324,5675,10/6/19,2820,7.48,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
325,5678,10/6/19,2803,5.58,4007,DTime: Premium,APUB,A-Shift UBS,Active,Non-Hispanic/Latino,,,
326,5737,10/6/19,2944,7.5,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
331,6086,10/6/19,1626,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
332,6094,10/6/19,1610,8.28,4006,Double Time,A11&8P63,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
340,6765,10/6/19,1830,7.5,4006,Double Time,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
341,6768,10/6/19,2833,6.36,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
342,6839,10/6/19,1645,11.45,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
343,6857,10/6/19,1649,11.37,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Hispanic/Latino,,,
344,6870,10/6/19,1715,11.5,4006,Double Time,A11&8P62,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
346,6878,10/6/19,2942,7.48,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
347,6889,10/6/19,1640,11.33,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
348,6947,10/6/19,2809,5.35,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
349,6949,10/6/19,2808,7.21,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
350,6960,10/6/19,1806,5.3,4006,Double Time,APBC,A-Shift Paint App B/C,Active,Non-Hispanic/Latino,,,
351,6964,10/6/19,2909,7.6,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
352,6969,10/6/19,1830,7.5,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
353,6978,10/6/19,1725,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
354,6981,10/6/19,2611,11.5,4006,Double Time,A11&8B01,Body A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
355,6994,10/6/19,2803,5.35,4007,DTime: Premium,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
356,7022,10/6/19,2807,1.25,4007,DTime: Premium,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
357,7033,10/6/19,2726,8.57,4006,Double Time,A11&8B01,Body A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
358,7034,10/6/19,1725,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
359,7086,10/6/19,1830,7.51,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
360,7091,10/6/19,2941,6.56,4006,Double Time,AICP,A-Shift ICP,Active,Hispanic/Latino,,,
361,7094,10/6/19,1830,7.5,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
362,7098,10/6/19,2825,7.51,4006,Double Time,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
363,7115,10/6/19,2811,4.86,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Hispanic/Latino,,,
364,7123,10/6/19,1715,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
365,7139,10/6/19,1807,3.13,4006,Double Time,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
366,7147,10/6/19,1830,7.48,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
367,7149,10/6/19,2666,11.58,4006,Double Time,AICP,A-Shift ICP,Active,Non-Hispanic/Latino,,,
368,7153,10/6/19,2950,7.91,4006,Double Time,AXA3,A-Shift X5 Asm Team 3,Active,Non-Hispanic/Latino,,,
369,7169,10/6/19,1813,4.58,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
370,7190,10/6/19,1725,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
371,7191,10/6/19,1621,11.53,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
372,7268,10/6/19,1730,11.35,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
373,7312,10/6/19,1640,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
374,7325,10/6/19,2651,7.45,4006,Double Time,APSH,A-Shift Paint Shop,Active,Non-Hispanic/Latino,,,
375,7342,10/6/19,2738,11.65,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
376,7343,10/6/19,1770,11.5,4006,Double Time,A11&8P62,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
377,7348,10/6/19,2837,7.65,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
378,7355,10/6/19,2809,7.43,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
379,7366,10/6/19,1640,11.25,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
380,7401,10/6/19,2837,7.2,4006,Double Time,APBC,A-Shift Paint App B/C,Active,Non-Hispanic/Latino,,,
381,7404,10/6/19,1959,7.45,4006,Double Time,AICP,A-Shift ICP,Active,Hispanic/Latino,,,
382,7415,10/6/19,1820,6.4,4006,Double Time,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
386,7528,10/6/19,1790,11.5,4006,Double Time,A11&8P62,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
387,7532,10/6/19,1222,11.5,2010,75% STD,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
389,7585,10/6/19,2942,7.48,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
390,7700,10/6/19,1639,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
391,7702,10/6/19,1750,6.62,4006,Double Time,A11&8P11,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
392,7705,10/6/19,1630,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
393,7726,10/6/19,1720,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
394,7727,10/6/19,2833,6.16,4006,Double Time,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
395,7759,10/6/19,1715,11.5,2004,Military,A11&8P14,Paint A-Shift 8hr/11.5hr,Inactive,Hispanic/Latino,,,
396,7771,10/6/19,1639,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
397,7793,10/6/19,1720,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
398,7885,10/6/19,2820,6.98,4006,Double Time,APBC,A-Shift Paint App B/C,Active,Non-Hispanic/Latino,,,
403,7999,10/6/19,1830,7.38,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
405,8006,10/6/19,2723,5.17,4007,DTime: Premium,AXB2,A-Shift X5 Body Team 2,Active,Non-Hispanic/Latino,,,
406,8015,10/6/19,1760,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
407,8032,10/6/19,2807,4.75,4007,DTime: Premium,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
408,8035,10/6/19,1740,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
409,8057,10/6/19,2611,11.5,4006,Double Time,A11&8B01,Body A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
410,8082,10/6/19,1806,5.16,4006,Double Time,APBC,A-Shift Paint App B/C,Active,Non-Hispanic/Latino,,,
412,8172,10/6/19,1720,11.53,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
414,8183,10/6/19,2820,7.56,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
415,8185,10/6/19,1730,11.37,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
417,8229,10/6/19,1755,11.52,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
418,8231,10/6/19,1625,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
419,8236,10/6/19,1715,5.73,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
420,8257,10/6/19,1765,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
421,8262,10/6/19,1645,11.48,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
422,8278,10/6/19,2779,11.5,4006,Double Time,A11&8P12,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
423,8283,10/6/19,2612,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
424,8288,10/6/19,1745,11.47,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
425,8296,10/6/19,1749,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
426,8315,10/6/19,1830,7.46,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
433,8403,10/6/19,1755,11.35,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
434,8423,10/6/19,1625,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
435,8429,10/6/19,1649,11.37,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
436,8442,10/6/19,2726,11.5,4006,Double Time,A11&8B01,Body A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
437,8454,10/6/19,1630,11.45,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
440,8512,10/6/19,1649,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
441,8528,10/6/19,1625,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
445,8582,10/6/19,1640,11.33,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
446,8605,10/6/19,1706,8.18,4006,Double Time,APBC,A-Shift Paint App B/C,Active,Hispanic/Latino,,,
451,8635,10/6/19,2808,7.41,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
458,8775,10/6/19,1830,7.38,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
459,8785,10/6/19,1649,11.33,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
461,8793,10/6/19,1715,10.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
462,8837,10/6/19,2909,8.68,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
465,8876,10/6/19,1807,3.1,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
466,8878,10/6/19,1730,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
467,8886,10/6/19,1625,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
468,8896,10/6/19,1750,11.35,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
469,8915,10/6/19,1830,7.46,4006,Double Time,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
470,8927,10/6/19,1809,6.4,4006,Double Time,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
471,8928,10/6/19,1620,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
473,8981,10/6/19,1813,3.32,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Hispanic/Latino,,,
474,8993,10/6/19,1755,11.35,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
476,9025,10/6/19,1755,11.55,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
477,9028,10/6/19,1650,11.52,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
478,9060,10/6/19,2909,8.86,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
479,9067,10/6/19,1222,11.5,2011,60% STD,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Hispanic/Latino,,,
480,9094,10/6/19,2828,6.7,4006,Double Time,APBC,A-Shift Paint App B/C,Active,Non-Hispanic/Latino,,,
481,9098,10/6/19,1750,11.33,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
482,9102,10/6/19,1783,11.33,4006,Double Time,A11&8P62,Paint A-Shift 8hr/11.5hr,Active,Hispanic/Latino,,,
483,9112,10/6/19,2909,8.75,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
484,9120,10/6/19,1750,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
485,9125,10/6/19,1730,11.38,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
486,9127,10/6/19,2828,7.45,4006,Double Time,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
490,9265,10/6/19,2736,7.65,4006,Double Time,AAES,A-Shift Asm ESA,Active,Non-Hispanic/Latino,,,
491,9275,10/6/19,2751,8.5,4006,Double Time,AXB3,A-Shift X5 Body Team 3,Active,Non-Hispanic/Latino,,,
492,9300,10/6/19,2752,10.5,4006,Double Time,AXB2,A-Shift X5 Body Team 2,Active,Non-Hispanic/Latino,,,
493,9317,10/6/19,2909,8.78,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
495,9345,10/6/19,2909,7.65,4006,Double Time,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
496,9359,10/6/19,1750,11.37,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
497,9394,10/6/19,1745,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
498,9402,10/6/19,1790,11.5,2000,Vacation,A11&8P62,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
499,9407,10/6/19,2838,8.15,4006,Double Time,AZA1,A-Shift Z3 Asm Team 1,Active,Non-Hispanic/Latino,,,
500,9410,10/6/19,1645,11.48,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
501,9533,10/6/19,1725,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
506,9559,10/6/19,2837,6.58,4006,Double Time,APBC,A-Shift Paint App B/C,Active,Non-Hispanic/Latino,,,
508,9598,10/6/19,1760,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
509,9600,10/6/19,1720,11.5,4006,Double Time,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
